"V639","V640","V641","V642","V643","V644","V645","V646","V647","V648","V649","V650","V651","V652","V653","V654","V655","V656","V657","V658","V659","V660","V661","V662","V663","V664","V665","V666","V667","V668","V669","V673","V680","V683","V684","V685","V686","V687","V688","V689","V690","V691","V692","V693","V694","V695","V696","V697","V698","V699"
"897",1,1,1,1,2,2,2,2,2,4,2,3,3,2,3,3,2,2,1,4,2,2,2,1,2,1,1,2,2,2,2,5,3,2,2,3,2,2,5,2,2,4,2,1,2,8,2,8,1,1
"898",1,2,3,2,4,4,3,3,2,4,2,3,4,3,8,3,4,5,3,3,2,8,3,2,2,2,2,2,8,8,8,3,4,3,2,4,2,3,2,8,2,3,2,0,3,2,2,2,2,7
"899",1,1,2,2,2,2,1,2,1,4,1,3,3,2,4,2,3,4,1,4,4,2,2,1,2,1,1,1,2,2,2,5,2,4,2,4,2,4,2,2,2,2,2,2,4,4,4,4,1,1
"900",1,1,1,1,1,4,2,3,1,4,1,3,3,2,2,3,2,5,2,3,3,2,2,2,2,1,1,1,4,4,2,5,3,3,2,3,2,3,4,3,1,2,2,2,3,3,3,2,1,1
"901",1,1,1,1,1,3,3,3,3,1,1,3,3,2,2,4,4,4,3,3,3,2,2,2,2,2,2,2,3,4,3,4,2,4,2,4,2,4,2,2,2,3,2,4,4,2,4,2,1,1
"902",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"903",1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,4,3,3,2,4,3,2,2,1,1,2,2,2,3,2,2,5,2,3,2,4,2,9,4,2,2,5,2,3,2,3,2,3,1,1
"904",1,2,1,2,3,2,2,2,1,3,1,3,3,2,1,3,5,4,2,2,2,2,2,2,2,2,2,1,3,4,3,3,4,3,2,3,2,2,2,1,2,5,2,2,3,2,3,2,1,1
"905",1,2,2,2,2,2,1,1,1,3,2,2,2,4,2,5,8,4,2,2,2,3,2,2,2,2,2,2,2,8,8,1,2,2,3,8,2,2,5,5,2,5,2,2,5,4,5,2,1,1
"906",1,1,2,2,2,1,1,1,1,3,1,1,2,2,3,3,3,3,1,3,2,3,2,2,3,2,1,2,2,3,2,4,2,2,4,2,2,3,2,2,2,4,2,2,3,3,3,2,1,1
"907",1,1,1,1,2,8,8,8,1,8,8,8,8,5,5,5,3,4,3,3,3,8,8,1,1,1,1,1,8,1,8,8,8,8,8,8,2,8,8,8,2,8,2,8,1,9,9,9,1,1
"908",1,1,1,1,3,2,1,2,1,4,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,1,3,3,1,1,1,1,1,5,3,0,1,1,1,3,4,1
"909",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"910",1,1,1,1,2,1,1,1,1,4,2,2,3,1,5,2,2,2,1,4,3,2,2,1,3,2,1,1,2,3,2,2,2,1,3,3,4,3,4,2,2,5,3,2,2,3,2,4,1,1
"911",1,3,1,1,1,3,3,4,1,4,1,2,4,4,4,3,3,5,3,3,3,2,2,2,2,2,3,3,8,8,8,5,4,3,2,4,2,4,3,3,2,8,2,4,4,3,2,3,1,1
"912",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,4,2,2,3,5,4,1,5,1,2,5,3,1,2,3,3,2,1,1
"913",1,2,3,2,2,4,2,2,1,4,3,3,4,4,4,2,2,4,5,4,2,2,2,2,2,2,4,2,4,3,2,5,4,4,2,4,2,4,2,5,1,2,2,3,4,4,4,4,4,1
"914",1,1,1,2,3,1,1,1,1,2,2,1,1,1,2,3,3,3,2,2,4,2,3,1,2,1,2,2,4,2,3,3,1,1,3,2,2,1,2,1,1,5,2,2,4,4,1,4,1,1
"915",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"916",1,2,2,2,2,2,2,2,1,2,1,1,3,1,1,2,3,3,2,4,3,2,3,2,2,2,2,2,2,2,2,4,2,2,2,3,2,3,3,2,2,4,2,2,3,4,2,4,1,1
"917",1,2,2,2,2,3,2,2,2,4,2,4,4,4,5,4,4,4,2,5,4,2,2,2,2,2,2,2,3,3,3,5,1,4,4,5,2,4,4,2,1,3,2,2,2,2,4,3,1,1
"918",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"919",1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,2,3,3,2,8,2,2,2,2,2,3,3,8,8,2,8,3,2,2,3,2,3,2,4,2,2,2,4,2,3,1,1
"920",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"921",1,2,2,2,2,3,2,3,1,4,2,2,3,3,2,4,4,4,3,5,2,3,2,2,2,2,2,2,3,3,2,5,4,2,2,4,2,5,2,2,1,3,2,2,5,2,4,2,1,1
"922",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"923",1,1,2,2,2,2,1,2,1,3,1,1,1,3,2,2,2,4,2,2,3,1,1,1,1,1,2,2,3,3,2,3,1,1,4,4,3,3,3,1,1,5,2,2,1,3,2,2,1,1
"924",1,2,2,2,2,2,3,2,2,3,1,1,2,3,2,3,3,4,2,3,3,3,3,2,3,2,2,2,3,3,3,4,2,3,3,4,2,3,2,2,1,5,2,8,3,2,3,2,1,1
"925",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"926",1,2,2,3,3,3,3,3,3,9,9,9,9,3,2,3,3,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,5,5,2,5,1,5,1,5,1,2,2,3,3,2,4,2,1,1
"927",1,3,2,2,3,2,2,2,2,4,2,1,3,2,3,3,3,4,2,2,3,2,2,2,2,2,2,1,3,2,2,4,3,3,2,4,2,4,3,3,2,3,2,2,3,3,2,3,1,1
"928",1,2,2,2,2,8,8,8,8,3,1,4,4,8,2,5,5,8,8,8,8,3,1,1,2,1,8,8,8,8,8,5,8,8,8,8,2,5,2,8,2,8,8,8,8,8,8,8,1,1
"929",1,3,2,2,3,2,2,2,2,4,2,2,2,2,4,2,2,3,2,4,4,2,2,2,2,2,2,2,3,3,3,1,2,2,4,1,4,2,4,2,4,5,3,2,2,8,2,4,1,1
"930",1,2,2,2,3,1,1,4,1,4,1,4,1,4,2,4,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,4,1,1,3,2,2,2,3,1,2,4,2,2,3,3,2,3,1,1
"931",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"932",1,1,2,2,2,3,2,2,2,4,2,3,4,3,2,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,3,5,2,3,3,2,4,2,3,2,3,2,8,4,3,3,3,1,1
"933",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"934",1,3,3,2,2,2,2,3,1,3,1,1,3,2,2,3,2,4,3,2,8,2,4,1,2,2,8,2,4,3,2,2,2,2,2,4,2,4,2,3,1,3,2,8,4,3,2,3,1,1
"935",1,1,1,1,2,2,2,2,2,2,2,2,2,3,4,4,4,4,3,4,4,1,1,1,1,1,2,2,4,4,3,4,3,8,8,8,8,3,4,8,2,8,2,2,8,8,8,8,1,7
"936",1,2,3,2,3,2,2,2,3,4,2,3,4,2,2,4,5,4,3,3,2,2,3,3,2,2,3,3,4,4,4,5,4,3,3,4,2,3,2,4,1,3,2,3,5,1,4,1,1,1
"937",1,1,2,3,3,1,1,1,1,3,8,1,3,3,3,3,2,3,1,2,2,2,8,2,2,2,1,8,8,1,8,3,8,2,8,2,8,8,2,1,2,8,2,1,8,8,8,8,1,1
"938",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"939",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"940",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"941",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"942",1,2,2,2,2,3,2,4,2,1,2,4,4,8,1,8,8,5,2,3,8,3,8,2,3,2,2,2,3,8,8,5,8,3,2,3,2,5,3,3,2,3,2,8,3,3,3,3,1,1
"943",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"944",1,2,2,2,2,3,2,2,1,4,4,3,3,5,5,3,2,2,3,4,4,1,2,1,1,1,1,2,3,3,8,5,2,4,2,4,3,4,1,4,1,3,2,0,2,2,2,8,4,1
"945",1,1,1,1,1,3,1,1,1,3,1,1,3,2,5,4,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,2,2,2,1,2,5,2,0,1,4,1,2,4,0
"946",1,2,2,2,2,2,1,2,1,2,2,2,2,2,3,3,3,3,2,3,2,3,3,3,2,2,2,2,3,3,2,3,3,4,2,3,2,3,4,3,2,4,2,3,2,3,4,4,1,1
"947",1,3,2,2,2,3,3,3,1,3,2,3,4,3,3,1,1,1,8,8,5,2,2,1,1,1,2,3,8,4,3,8,2,2,2,2,3,2,2,3,2,4,2,0,2,3,2,3,4,0
"948",1,2,2,3,3,4,2,2,1,4,2,2,4,4,4,4,4,4,5,3,5,4,2,2,2,2,3,2,4,3,3,4,4,2,4,4,2,4,2,2,2,4,2,3,8,8,8,8,1,1
"949",1,3,2,2,4,2,1,3,1,4,1,1,3,1,4,4,1,4,2,4,2,4,2,2,2,2,1,4,4,4,3,5,1,4,4,4,2,2,4,4,1,3,2,2,4,4,2,2,1,1
"950",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"951",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"952",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"953",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"954",1,2,2,1,2,1,1,2,2,3,1,2,2,2,5,3,2,2,1,3,2,2,1,2,2,2,1,3,3,3,2,4,2,2,4,3,4,4,4,2,2,4,2,2,2,4,2,4,1,1
"955",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"956",1,2,2,3,3,3,2,3,2,3,2,2,3,1,5,2,2,4,2,3,4,1,2,1,2,1,2,3,3,3,2,4,4,2,3,2,4,2,2,4,2,3,2,2,4,3,4,2,1,1
"957",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"958",1,4,4,4,4,4,4,4,1,4,2,4,4,5,2,2,4,5,4,1,2,4,3,3,4,2,4,4,2,4,3,1,1,1,5,1,5,1,5,1,5,5,3,4,5,5,5,5,1,1
"959",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"960",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"961",1,3,3,3,2,3,4,2,3,4,2,1,4,3,2,5,5,5,3,3,1,2,4,3,3,3,3,3,4,4,3,5,5,5,2,5,1,5,2,4,1,1,2,4,5,3,3,3,2,1
"962",1,1,3,3,3,4,4,4,4,4,2,4,4,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,8,8,4,1,3,3,2,5,2,4,1,2,5,2,8,3,3,3,3,1,0
"963",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"964",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"965",1,2,2,2,3,2,1,2,1,3,2,1,1,2,2,4,4,2,2,2,2,2,2,2,1,2,1,3,3,3,2,4,1,2,4,2,4,2,4,2,2,5,3,2,2,8,3,3,1,1
"966",1,1,2,2,2,3,1,1,1,4,1,2,3,2,2,3,3,2,2,8,5,3,2,2,3,2,2,2,3,2,2,4,4,3,2,4,2,2,4,2,2,3,2,2,2,3,2,3,1,1
"967",1,2,2,1,2,2,2,2,2,3,2,2,2,2,4,3,2,4,2,4,4,2,2,2,2,2,2,2,2,2,2,4,1,4,1,4,1,4,3,3,2,1,2,2,2,3,2,4,1,1
"968",1,1,1,1,2,3,2,4,1,3,1,2,4,2,2,3,3,4,2,3,2,2,2,2,2,2,2,2,3,3,3,4,3,4,2,4,2,4,2,4,1,8,2,2,3,2,4,2,1,1
"969",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"970",1,1,1,1,4,2,1,1,1,2,1,1,1,1,1,2,3,2,1,2,1,8,8,8,8,8,1,8,8,8,4,2,4,2,4,2,4,8,4,2,4,5,2,2,8,8,8,8,1,1
"971",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"972",1,1,2,2,2,3,2,3,1,4,1,1,4,1,4,3,3,3,2,3,3,1,2,2,1,2,2,2,2,2,3,2,4,2,2,5,2,2,1,2,1,3,2,2,3,2,4,1,1,1
"973",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"974",1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,5,1,2,4,1,2,2,2,2,3,1,1
"975",1,2,2,2,3,1,1,2,1,3,3,2,3,3,2,3,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,4,3,3,2,2,3,2,2,8,8,8,8,1,7
"976",1,2,3,3,2,1,1,1,1,4,1,1,3,3,1,4,2,5,2,2,2,2,2,2,2,2,1,2,3,3,8,5,4,3,2,4,2,4,1,2,1,3,2,8,8,8,3,4,1,1
"977",1,3,2,2,3,3,2,3,1,4,2,4,4,3,2,4,4,2,2,3,2,3,2,2,2,1,1,2,3,3,2,3,3,3,4,3,3,2,2,2,2,4,2,3,2,3,3,3,1,1
"978",1,3,3,3,3,2,2,2,2,3,2,2,2,2,4,4,3,4,2,3,3,3,3,2,2,2,2,2,2,2,2,4,2,1,5,1,5,2,4,1,4,5,8,2,2,4,2,4,1,1
"979",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"980",1,4,4,4,4,4,4,4,1,4,1,4,4,3,3,5,5,3,3,3,5,1,4,4,1,1,4,1,4,4,1,5,5,8,8,8,8,5,1,5,1,1,2,0,8,8,8,8,4,7
"981",1,2,2,2,3,2,2,2,1,3,2,2,3,3,4,5,5,4,2,3,2,2,3,2,2,2,2,2,4,3,2,4,2,2,2,3,2,4,2,2,2,4,2,2,3,3,2,4,1,1
"982",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"983",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"984",1,3,2,2,2,1,1,1,1,2,1,1,1,2,1,4,2,2,2,2,1,3,3,1,1,1,2,1,8,2,2,5,4,1,4,2,4,2,2,1,2,3,2,2,2,4,2,4,1,1
"985",1,2,2,2,2,2,2,2,2,9,9,9,9,3,4,4,3,3,2,3,2,3,2,2,3,2,1,1,3,2,3,4,2,2,2,4,2,4,2,2,2,3,2,2,3,4,2,4,1,1
"986",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"987",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"988",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"989",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"990",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"991",1,2,2,2,2,3,2,2,1,8,2,2,3,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,5,5,2,2,3,2,4,2,2,2,3,2,1,2,3,2,2,2,1
"992",1,2,2,3,2,4,4,3,3,4,2,3,3,5,1,4,3,5,5,5,2,8,8,8,3,8,8,2,8,4,8,5,5,5,1,5,1,5,1,5,1,1,1,4,5,1,5,1,3,7
"993",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"994",1,2,2,2,1,2,1,1,1,3,1,1,2,2,2,5,5,5,1,4,5,1,1,1,1,1,2,2,4,4,3,5,4,2,2,5,2,5,1,1,1,2,2,2,4,4,2,2,1,1
"995",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"996",1,2,2,2,2,2,1,1,1,3,1,2,2,2,4,3,3,4,1,5,3,1,1,2,2,2,1,1,8,2,3,4,1,2,3,3,4,2,2,2,1,4,2,2,3,4,2,4,1,1
"997",1,1,3,2,3,1,1,2,1,2,1,1,3,3,1,2,2,4,2,1,3,3,2,2,3,1,2,2,3,2,3,3,1,2,3,3,2,3,2,2,1,3,2,2,2,4,1,3,1,1
"998",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"999",1,3,2,1,2,3,2,2,2,4,1,2,3,2,2,3,3,3,1,2,3,1,8,2,2,1,1,1,8,3,2,5,2,3,8,2,1,3,2,4,1,3,2,2,2,8,2,4,1,1
"1000",1,2,3,1,2,3,2,3,1,4,1,1,4,1,4,3,2,4,2,4,4,2,1,1,1,1,1,2,8,3,2,4,4,3,3,3,2,4,4,8,1,4,2,2,8,4,2,4,1,1
"1001",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1002",1,2,2,2,3,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,4,8,8,8,8,8,8,8,8,3,1,2,2,8,8,8,1,1
"1003",1,3,4,4,4,1,2,1,1,4,1,1,3,3,2,1,1,2,1,2,2,3,2,2,2,2,1,8,3,3,4,3,3,3,3,2,2,2,2,2,2,4,2,3,3,2,2,3,1,1
"1004",1,2,2,1,2,9,9,9,9,1,1,1,1,1,5,4,2,4,2,4,5,1,1,1,1,1,2,1,3,3,3,4,2,1,4,2,4,2,2,1,1,5,2,1,2,9,2,3,1,1
"1005",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1006",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1007",1,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,9,3,3,4,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,1,1
"1008",1,2,2,1,2,1,4,1,1,4,1,4,1,3,1,2,2,1,1,1,1,3,2,3,2,2,1,3,2,4,3,3,2,1,3,2,2,2,4,1,3,5,2,2,2,3,2,1,1,1
"1009",1,2,2,2,3,3,4,2,2,3,1,3,3,3,3,5,5,5,5,1,2,2,2,2,2,2,3,2,4,3,2,2,4,3,3,4,1,5,1,1,1,3,2,2,4,4,4,3,1,1
"1010",1,1,2,2,3,3,2,2,1,2,1,2,3,4,1,3,3,2,2,1,1,3,2,2,3,2,1,1,2,3,3,4,3,2,3,4,2,3,4,1,1,4,2,2,3,2,3,3,1,1
"1011",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1012",0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1013",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1014",1,3,3,1,1,3,3,3,2,4,2,3,3,5,1,2,5,5,2,2,2,3,3,3,2,2,2,1,3,3,3,3,3,2,8,4,2,4,8,8,2,3,2,2,2,8,2,2,1,1
"1015",1,2,2,2,2,2,1,2,1,3,1,2,2,1,2,3,3,4,2,2,1,3,2,2,3,1,1,1,2,3,3,3,1,1,2,2,2,9,9,9,9,5,2,2,3,3,8,2,1,1
"1016",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1017",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1018",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1019",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1020",1,3,2,3,3,3,3,3,2,4,2,3,3,4,1,4,4,4,4,4,4,2,3,3,2,3,3,3,3,3,3,4,4,4,2,4,1,4,2,4,2,3,2,3,4,1,3,4,1,1
"1021",1,2,1,2,3,2,1,1,1,3,2,2,3,1,3,2,2,3,2,2,3,1,2,1,2,1,1,1,2,2,2,2,1,2,3,2,3,2,2,1,2,5,2,2,2,5,2,4,1,1
"1022",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1023",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1024",1,2,2,2,3,2,2,1,1,3,2,2,2,2,2,2,2,4,2,2,1,3,3,3,2,2,2,2,3,2,3,2,4,2,4,2,3,2,4,3,2,3,2,2,2,3,2,2,1,1
"1025",1,1,2,2,2,3,2,2,1,4,2,3,3,3,3,3,2,3,2,4,3,3,2,1,2,1,1,2,3,2,3,3,3,2,3,3,4,3,2,8,1,8,2,2,3,3,4,2,4,1
"1026",1,1,2,2,3,3,2,2,1,3,1,3,4,2,2,4,3,3,3,2,1,3,3,2,2,2,2,2,3,3,3,4,4,4,2,4,2,2,2,2,2,2,2,3,2,4,4,4,1,1
"1027",1,2,2,2,2,2,2,2,1,4,2,2,2,2,4,4,3,5,1,3,4,8,2,2,2,1,1,1,8,8,8,3,1,1,2,3,2,4,2,1,1,3,2,2,2,3,4,3,1,1
"1028",1,3,3,3,2,2,1,2,1,3,2,2,3,4,4,4,4,4,5,4,4,8,8,8,3,3,8,2,8,2,8,4,2,2,3,4,2,8,3,2,2,4,2,4,8,8,8,8,1,1
"1029",1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2,3,1,2,4,1,4,1,4,1,4,5,3,1,2,8,1,3,1,1
"1030",1,2,9,9,9,1,1,2,1,4,3,2,4,5,3,1,1,1,1,3,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,3,1,1,3,2,2,1,1,2,2,1,1
