"V639","V640","V641","V642","V643","V644","V645","V646","V647","V648","V649","V650","V651","V652","V653","V654","V655","V656","V657","V658","V659","V660","V661","V662","V663","V664","V665","V666","V667","V668","V669","V673","V680","V683","V684","V685","V686","V687","V688","V689","V690","V691","V692","V693","V694","V695","V696","V697","V698","V699"
"1919",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1920",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1921",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1922",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1923",1,1,1,1,1,3,1,3,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,3,2,3,2,2,2,3,2,1,2,2,2,2,1,1
"1924",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1925",1,1,1,2,2,2,2,3,1,4,2,1,4,2,5,5,5,5,2,4,4,3,2,3,1,2,1,8,8,4,8,5,5,5,8,5,2,5,2,4,2,3,2,8,8,8,8,8,1,1
"1926",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1927",1,1,1,1,4,1,1,1,1,3,2,1,1,1,3,1,1,2,2,4,4,3,1,9,3,3,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,3,1,8,8,8,8,1,1
"1928",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1929",1,1,1,1,1,1,1,2,1,4,9,3,3,3,1,4,2,2,1,3,3,3,2,1,2,1,1,1,2,3,3,4,2,8,2,5,2,5,4,1,1,8,3,2,8,2,4,4,1,1
"1930",1,1,1,1,2,2,2,2,2,9,9,9,9,1,3,4,4,2,2,3,4,2,2,2,2,1,2,2,2,3,2,5,8,2,4,4,2,4,4,4,2,3,2,2,3,2,4,2,1,1
"1931",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1932",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1933",1,1,1,2,2,1,3,3,3,3,3,2,3,2,2,3,3,4,2,3,2,2,2,2,3,2,1,2,2,2,2,4,2,3,2,3,2,3,2,1,2,4,2,1,2,4,2,4,1,1
"1934",1,2,2,2,3,3,2,3,1,4,2,3,3,2,2,3,3,3,2,3,2,2,2,2,2,3,2,8,2,3,2,3,3,3,3,4,3,3,2,2,2,3,2,3,2,3,2,3,4,0
"1935",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1936",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1937",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1938",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1939",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1940",1,1,1,1,1,2,1,1,1,3,1,1,2,1,5,3,3,5,3,3,3,1,2,2,2,2,2,1,8,3,3,5,2,2,3,3,3,3,2,2,1,3,2,2,3,4,2,2,1,1
"1941",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1942",1,2,2,2,2,3,3,3,2,2,1,3,3,2,3,3,3,4,4,9,2,3,3,3,2,1,3,3,3,3,3,5,4,4,2,4,2,4,3,4,2,2,2,3,4,4,4,4,1,1
"1943",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1944",1,2,2,3,3,3,2,3,2,8,2,3,3,4,2,4,4,4,4,3,2,3,3,2,2,1,2,1,3,3,4,8,3,3,3,2,2,4,2,2,2,4,2,3,4,2,4,2,1,1
"1945",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1946",1,3,8,2,2,1,1,2,1,3,1,1,2,1,3,2,2,4,2,3,2,2,2,2,3,1,2,2,3,3,3,3,1,4,4,4,2,2,5,4,2,4,3,2,3,3,2,3,1,1
"1947",1,1,3,2,1,1,1,1,1,4,2,3,4,1,1,3,3,5,3,3,2,4,4,2,2,2,2,2,4,4,2,5,8,5,5,5,2,5,8,5,1,8,3,4,5,1,4,3,1,1
"1948",1,2,3,2,3,3,3,3,3,4,2,4,4,2,2,5,2,5,2,5,8,2,3,3,2,2,2,2,4,4,3,4,4,5,2,5,2,5,1,4,1,2,2,3,5,3,5,2,1,1
"1949",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1950",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1951",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1952",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1953",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1954",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1955",1,2,2,3,3,2,1,1,1,3,2,1,2,2,3,2,2,3,2,2,1,2,2,1,2,1,2,8,2,3,2,3,3,2,2,3,2,2,3,1,1,4,2,2,2,3,2,4,1,1
"1956",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1957",1,2,2,3,2,4,3,2,1,4,1,1,4,3,2,5,3,5,4,3,2,1,3,2,1,1,3,2,3,3,2,4,4,4,3,4,1,4,1,4,1,1,2,4,3,2,4,2,1,1
"1958",1,2,1,1,2,2,2,2,1,3,1,2,8,1,4,3,2,3,3,3,3,1,1,1,1,1,1,1,8,4,1,3,2,2,2,4,2,2,3,1,1,5,2,8,3,3,3,3,1,1
"1959",1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,4,2,1,1,2,2,1,2,8,3,8,3,1,1,2,3,4,1,5,2,8,8,2,1,1,8,3,3,1,1
"1960",1,2,2,2,2,9,1,3,2,4,1,4,4,2,4,4,3,4,3,2,3,2,2,2,2,2,3,4,4,3,2,3,2,3,3,3,2,4,4,2,1,4,2,3,4,2,4,2,1,1
"1961",1,2,3,3,4,2,2,1,1,2,2,2,2,1,5,4,2,5,2,4,4,3,2,2,3,1,2,2,4,2,2,3,2,1,3,2,2,4,3,3,2,4,2,2,2,3,1,2,1,1
"1962",1,3,3,2,2,3,3,1,1,3,1,1,3,3,3,4,3,4,2,4,4,8,2,1,1,2,2,2,8,3,2,8,3,4,2,4,2,4,2,4,1,1,2,3,4,2,4,2,1,1
"1963",1,1,1,1,1,3,2,3,2,4,2,2,3,3,3,4,3,4,2,4,3,2,8,2,2,2,2,2,8,3,3,4,4,4,3,3,2,3,2,3,2,8,2,2,8,8,8,8,1,1
"1964",1,3,2,1,2,2,2,2,2,3,2,2,2,2,3,3,1,2,3,3,2,2,2,2,1,2,4,2,4,4,3,3,9,9,9,9,9,3,2,3,1,4,3,0,2,2,2,2,4,0
"1965",1,3,2,2,3,2,2,2,2,3,2,2,3,2,3,3,3,4,2,3,4,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,2,4,2,3,2,3,2,2,2,4,2,4,1,1
"1966",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1967",1,1,1,1,2,1,1,1,1,3,2,1,3,1,4,1,1,4,2,4,5,2,3,1,1,1,2,2,2,3,2,4,1,1,3,1,3,2,5,5,2,5,2,1,3,3,4,3,1,1
"1968",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1969",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1970",1,2,2,2,3,2,2,2,2,4,2,3,2,3,2,3,3,3,2,3,2,3,3,2,3,2,3,3,3,2,2,3,2,4,3,2,2,2,4,3,2,5,2,2,2,3,3,3,1,1
"1971",1,2,2,2,2,4,1,2,2,4,2,2,8,2,8,1,1,5,1,5,5,2,1,1,2,1,1,8,8,1,8,5,8,5,1,5,1,5,1,1,1,8,1,0,1,8,8,8,4,1
"1972",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1973",1,3,3,3,4,3,1,1,1,4,2,2,1,1,5,1,3,8,4,2,1,4,4,3,4,2,4,3,8,8,4,5,3,3,5,1,3,2,2,1,1,5,3,8,5,4,1,2,1,1
"1974",1,1,1,3,3,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,3,2,2,2,2,4,4,3,3,1,2,3,3,3,2,3,1,2,4,2,2,2,3,2,3,1,1
"1975",1,2,2,2,2,1,1,1,1,4,1,1,2,1,2,5,4,4,2,4,2,4,2,2,2,2,2,8,4,2,3,2,1,2,4,2,2,2,4,2,2,5,2,2,4,4,4,4,1,1
"1976",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1977",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1978",1,1,1,1,1,4,4,4,1,4,1,4,4,4,2,4,9,4,2,2,1,2,3,2,3,2,1,2,3,2,3,4,5,5,1,5,1,4,1,4,1,1,2,0,3,2,3,2,4,0
"1979",1,3,2,1,4,1,1,1,1,2,1,1,1,1,1,3,3,2,1,2,1,4,2,3,4,3,2,2,1,1,3,1,1,1,5,1,5,1,4,1,5,5,8,1,2,3,3,1,1,1
"1980",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1981",1,3,3,1,1,1,1,1,2,4,1,4,4,1,8,5,5,1,3,8,1,8,8,8,8,8,8,8,8,8,8,5,4,2,4,1,2,4,2,8,2,5,2,8,8,8,8,8,3,1
"1982",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1983",1,1,2,2,2,3,1,2,1,3,1,1,3,2,1,5,5,5,3,3,3,2,2,2,2,2,3,2,4,4,4,5,4,4,2,5,3,5,1,5,1,3,2,3,5,2,3,2,1,1
"1984",1,2,2,2,8,3,2,3,1,3,2,3,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,2,1,1,2,4,2,2,1,3,2,3,1,2,4,2,3,2,2,2,2,1,1
"1985",1,1,1,1,3,8,9,8,1,8,8,8,8,1,8,1,3,1,1,8,3,3,3,1,1,1,1,8,8,2,8,8,3,2,2,5,1,2,5,2,1,3,2,2,8,8,1,4,3,1
"1986",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1987",1,2,2,2,8,3,1,3,1,3,1,3,4,2,2,3,3,4,1,2,2,2,2,1,3,2,2,2,3,2,3,3,2,2,2,4,8,8,5,1,8,5,2,2,2,2,2,3,1,1
"1988",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1989",1,1,1,1,2,1,1,1,1,4,1,3,3,1,2,4,4,4,3,2,2,2,2,2,1,1,2,2,3,3,3,5,4,2,2,4,4,4,4,2,2,3,2,2,2,2,2,4,1,1
"1990",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1991",1,1,2,2,3,2,2,2,2,2,2,2,2,8,4,4,8,4,3,4,3,3,8,2,3,2,2,3,8,8,4,5,2,1,3,4,3,8,3,2,1,4,2,2,8,8,8,8,1,1
"1992",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1993",1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,5,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,4,2,2,2,1,1,3,2,1,2,1,1,4,1,1
"1994",0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1995",1,3,2,2,3,3,2,3,1,4,2,2,3,2,3,2,1,3,1,4,3,3,3,2,3,1,2,3,3,4,2,4,3,2,2,3,2,3,1,4,1,2,2,3,3,2,3,2,1,1
"1996",1,2,3,3,2,3,3,3,3,4,2,3,3,3,2,4,3,5,4,3,2,2,3,2,2,2,3,2,4,3,3,5,4,4,2,5,2,4,2,4,2,2,2,3,4,3,3,4,1,1
"1997",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1998",1,3,3,1,2,3,1,1,1,4,1,2,3,1,4,3,3,4,3,5,4,2,2,2,2,1,3,2,3,3,2,5,2,3,1,5,1,5,2,4,1,3,2,3,3,2,4,1,1,1
"1999",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2000",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2001",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2002",1,1,2,2,3,1,2,2,2,3,2,3,3,2,4,3,1,8,3,8,8,8,8,4,4,4,4,4,4,4,4,8,8,1,8,2,4,8,4,1,1,2,2,1,8,8,8,8,2,1
"2003",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2004",1,3,3,2,3,1,1,3,1,4,1,3,4,1,2,3,3,2,1,3,2,2,3,2,2,1,1,8,2,2,2,4,1,4,4,2,2,4,4,1,1,5,2,2,2,4,1,4,1,1
"2005",1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,4,1,2,1,5,2,1,1,2,1,1,1,1
"2006",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2007",1,3,1,1,1,1,1,1,1,3,1,2,4,3,1,8,8,5,2,4,3,2,1,3,4,1,2,8,2,4,4,5,3,5,2,5,1,5,1,3,1,3,2,2,3,5,3,5,4,1
"2008",1,2,2,2,2,3,2,1,1,1,1,2,2,1,2,2,1,5,3,5,1,2,2,2,2,2,3,2,2,2,2,5,3,1,8,3,4,4,4,1,1,3,2,2,2,3,3,2,1,1
"2009",1,2,2,1,2,1,1,1,1,1,2,2,3,3,2,4,3,4,2,2,3,2,3,1,2,2,1,1,3,2,3,4,2,2,2,3,2,4,3,2,1,3,2,2,3,4,2,4,1,1
"2010",1,1,1,1,3,1,1,1,1,3,1,1,1,1,5,2,2,3,9,4,4,2,1,1,1,2,2,2,1,1,2,4,2,1,4,2,4,3,4,4,1,5,2,2,2,8,3,3,1,1
"2011",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2012",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2013",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2014",1,2,2,1,2,1,1,2,1,4,1,2,2,1,2,3,3,4,3,3,4,2,3,1,1,2,4,2,3,2,2,4,1,8,4,8,4,4,8,9,1,4,2,2,2,4,2,4,1,1
"2015",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2016",1,1,9,2,3,1,1,1,1,9,9,9,9,5,2,3,3,2,1,2,2,8,4,3,3,4,2,2,4,2,3,4,2,8,4,2,2,3,4,8,2,3,2,2,8,8,2,2,1,1
"2017",1,2,2,2,2,2,2,2,2,3,1,2,1,2,3,3,3,4,2,3,3,2,3,1,1,1,3,1,3,4,3,4,3,1,3,3,4,5,3,2,1,4,1,2,3,4,3,2,1,1
"2018",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,5,1,1,1,2,2,1,1,1,1,1,4,5,1,4,2,4,1,4,5,1,1,5,2,1,2,2,2,2,1,1
"2019",1,3,9,9,9,9,9,9,9,2,2,2,2,4,4,4,5,3,2,3,1,2,2,2,2,2,9,9,9,9,9,5,2,2,2,4,2,9,9,9,9,4,2,2,2,2,1,3,1,1
"2020",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2021",1,4,1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,3,1,2,1,3,3,1,2,1,2,8,4,2,8,2,1,1,5,1,5,1,5,1,1,5,3,2,1,3,1,5,1,1
"2022",1,2,2,2,2,3,2,2,1,4,1,2,2,8,2,3,3,5,3,2,3,2,2,2,2,2,1,2,8,4,3,4,8,2,2,4,1,5,8,8,1,3,2,8,8,2,4,8,1,1
"2023",1,2,2,2,2,3,3,3,2,4,2,2,3,2,3,2,3,3,2,4,3,2,2,2,2,2,2,2,3,3,8,8,3,3,3,3,3,3,2,3,2,3,2,2,2,8,2,3,1,1
"2024",1,1,2,2,3,3,3,2,1,3,1,2,3,3,4,2,2,5,3,5,4,2,2,1,2,1,2,2,3,3,2,5,3,2,3,4,2,2,2,2,1,4,2,0,2,3,3,3,4,1
"2025",1,2,2,2,2,1,1,1,1,4,1,1,2,2,4,2,2,4,1,2,2,2,2,1,2,2,2,1,3,3,3,4,2,2,2,4,2,4,2,2,2,3,2,2,2,2,3,4,1,1
"2026",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2027",1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,3,3,3,2,2,2,3,2,2,2,1,1,2,3,3,3,4,2,3,2,4,2,3,2,2,2,4,2,2,2,3,2,3,1,1
"2028",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2029",1,1,2,2,3,2,1,2,1,4,2,2,3,2,2,3,3,4,2,4,3,2,2,1,1,1,2,2,1,4,2,4,3,2,3,3,3,4,3,2,1,3,2,1,2,2,4,3,1,1
"2030",1,1,3,1,1,3,2,2,1,3,1,1,3,2,3,4,4,5,2,3,2,2,2,2,2,2,2,2,4,4,3,4,3,3,2,4,2,3,2,3,1,2,2,3,4,2,4,2,1,1
"2031",1,1,2,2,2,3,2,3,1,3,1,2,3,2,2,4,3,4,2,3,2,2,2,2,2,3,3,3,8,3,2,4,2,8,8,4,2,2,2,2,2,4,2,2,2,4,2,8,1,1
"2032",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2033",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2034",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2035",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2036",1,3,3,2,4,8,3,2,1,3,2,3,8,8,5,8,2,2,4,8,2,3,3,2,2,8,8,8,8,8,8,5,2,2,4,2,2,2,2,2,1,3,2,2,8,8,8,8,3,1
"2037",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2038",1,2,2,2,1,4,2,2,2,4,2,3,4,2,2,4,3,5,2,3,2,2,2,2,1,1,2,2,3,4,3,5,3,4,2,4,2,4,2,4,1,8,2,3,3,2,3,2,1,1
"2039",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,2,4,1,3,1,2,3,1,1,1,1,1,3,4,2,4,2,2,1,3,1,3,3,2,1,8,2,2,3,1,2,3,1,1
"2040",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2041",1,3,3,3,3,4,2,2,1,3,3,2,2,2,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,5,3,3,8,8,8,5,8,2,2,3,8,3,8,8,8,8,4,1
"2042",1,1,2,2,2,2,2,2,2,8,8,3,4,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,8,8,8,2,2,2,8,2,8,2,3,1,3,2,2,8,8,8,8,1,1
"2043",1,2,3,3,3,1,1,1,1,2,1,1,1,1,2,2,1,2,3,3,2,3,3,3,3,1,8,8,3,3,3,3,1,1,4,2,3,2,3,2,2,5,2,2,2,3,8,8,1,1
"2044",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2045",1,2,3,2,3,3,2,3,2,3,2,2,3,2,4,2,2,4,2,3,3,2,3,2,3,2,2,3,3,2,3,4,3,4,3,4,2,3,2,2,2,4,2,2,3,4,2,3,1,1
"2046",1,2,2,2,3,2,2,3,2,3,3,2,2,3,3,3,3,4,2,3,4,2,2,1,2,1,2,2,3,3,2,4,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3,1,1
"2047",1,2,2,2,2,1,1,1,1,8,1,1,3,2,3,1,3,1,1,2,3,8,2,1,1,1,2,2,9,1,1,9,4,9,4,2,4,9,4,4,3,4,9,2,4,3,3,3,4,1
"2048",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2049",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"2050",1,2,2,2,2,2,1,3,1,3,2,2,2,2,4,2,2,3,2,3,3,3,3,2,2,2,2,2,3,2,4,2,1,1,4,1,5,1,4,1,3,5,3,2,2,4,2,5,1,1
"2051",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
